chick_ring_number,hatch_year,hatch_nest_breed_ID,hatch_Area,hatch_Box,hatch_mom_Ring,hatch_nest_dad_Ring,Extra-pair_paternity,Extra-pair_dad_ring,genetic_dad_ring_(WP_or_EP),hatch_nest_LD,hatch_nest_CS,hatch_nest_OH,d0_hatch_nest_brood_size,d14_hatch_nest_brood_size,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,rear_nest_LD,rear_nest_CS,rear_nest_OH,rear_d0_rear_nest_brood_size,rear_Cs_out,rear_Cs_in,net_rearing_manipulation,rear_Cs_at_start_of_rearing,d14_rear_nest_brood_size,number_chicks_fledged_from_rear_nest,Date_of_day14,day_14_tarsus_length,day_14_weight,day14_measurer,chick_sex_molec,chick_survival_to_first_breed_season
P804916,2001,201387,SW,SW84A,P803171,P803172,2,.,P803172,26,10,49,9,9,201107,B,B40,P803173,P803174,5,2,24,9,49,8,4,6,2,10,10,10,63,17,11,2,2,0
P804917,2001,201387,SW,SW84A,P803171,P803172,2,.,P803172,26,10,49,9,9,201107,B,B40,P803173,P803174,5,2,24,9,49,8,4,6,2,10,10,10,63,16.7,11.7,2,2,1
P804918,2001,201387,SW,SW84A,P803171,P803172,1,.,.,26,10,49,9,9,201107,B,B40,P803173,P803174,5,2,24,9,49,8,4,6,2,10,10,10,63,16.6,11.1,2,2,0
P804919,2001,201128,B,B116,P803175,.,2,.,.,23,11,49,11,11,201128,B,B116,P803175,.,5,1,23,11,49,11,4,7,3,14,12,12,63,16.3,7.9,2,1,0
P804920,2001,201128,B,B116,P803175,.,2,.,.,23,11,49,11,11,201128,B,B116,P803175,.,5,1,23,11,49,11,4,7,3,14,12,12,63,15.7,8.2,2,1,0
P804921,2001,201128,B,B116,P803175,.,2,.,.,23,11,49,11,11,201128,B,B116,P803175,.,5,1,23,11,49,11,4,7,3,14,12,12,63,16.2,7.4,2,2,0
P804922,2001,201136,B,B153,P803187,P803186,2,.,P803186,23,12,49,12,10,201128,B,B116,P803175,.,5,2,23,11,49,11,4,7,3,14,12,12,63,16.1,8.1,2,1,0
P804923,2001,201128,B,B116,P803175,.,2,.,.,23,11,49,11,11,201128,B,B116,P803175,.,5,1,23,11,49,11,4,7,3,14,12,12,63,16,7,2,2,0
P804924,2001,201136,B,B153,P803187,P803186,2,.,P803186,23,12,49,12,10,201128,B,B116,P803175,.,5,2,23,11,49,11,4,7,3,14,12,12,63,16.4,8.4,2,1,0
P804925,2001,201128,B,B116,P803175,.,2,.,.,23,11,49,11,11,201128,B,B116,P803175,.,5,1,23,11,49,11,4,7,3,14,12,12,63,16.3,8.5,2,1,0
P804926,2001,201128,B,B116,P803175,.,2,.,.,23,11,49,11,11,201128,B,B116,P803175,.,5,1,23,11,49,11,4,7,3,14,12,12,63,15.6,6.6,2,2,0
P804927,2001,201136,B,B153,P803187,P803186,2,.,P803186,23,12,49,12,10,201128,B,B116,P803175,.,5,2,23,11,49,11,4,7,3,14,12,12,63,16,8.2,2,1,0
P804928,2001,201136,B,B153,P803187,P803186,1,P803061,P803061,23,12,49,12,10,201128,B,B116,P803175,.,5,2,23,11,49,11,4,7,3,14,12,12,63,15.4,7.4,2,2,0
P804929,2001,201128,B,B116,P803175,.,2,.,.,23,11,49,11,11,201128,B,B116,P803175,.,5,1,23,11,49,11,4,7,3,14,12,12,63,16.5,7.8,2,2,0
P804930,2001,201136,B,B153,P803187,P803186,1,P803061,P803061,23,12,49,12,10,201128,B,B116,P803175,.,5,2,23,11,49,11,4,7,3,14,12,12,63,15.4,6.8,2,1,0
P804931,2001,201136,B,B153,P803187,P803186,2,.,P803186,23,12,49,12,10,201136,B,B153,P803187,P803186,6,1,23,12,49,12,7,4,-3,9,9,9,63,17.3,11.6,2,2,1
P804932,2001,201128,B,B116,P803175,.,2,.,.,23,11,49,11,11,201136,B,B153,P803187,P803186,6,2,23,12,49,12,7,4,-3,9,9,9,63,16.5,10.5,2,1,0
P804933,2001,201128,B,B116,P803175,.,2,.,.,23,11,49,11,11,201136,B,B153,P803187,P803186,6,2,23,12,49,12,7,4,-3,9,9,9,63,16.5,11.3,2,2,0
P804934,2001,201128,B,B116,P803175,.,2,.,.,23,11,49,11,11,201136,B,B153,P803187,P803186,6,2,23,12,49,12,7,4,-3,9,9,9,63,16.7,10.6,2,1,0
P804935,2001,201136,B,B153,P803187,P803186,2,.,P803186,23,12,49,12,10,201136,B,B153,P803187,P803186,6,1,23,12,49,12,7,4,-3,9,9,9,63,17.3,11,2,2,0
P804936,2001,201136,B,B153,P803187,P803186,2,.,P803186,23,12,49,12,10,201136,B,B153,P803187,P803186,6,1,23,12,49,12,7,4,-3,9,9,9,63,17.7,11.3,2,2,0
P804937,2001,201136,B,B153,P803187,P803186,2,.,P803186,23,12,49,12,10,201136,B,B153,P803187,P803186,6,1,23,12,49,12,7,4,-3,9,9,9,63,17,11.3,2,2,0
P804938,2001,201128,B,B116,P803175,.,2,.,.,23,11,49,11,11,201136,B,B153,P803187,P803186,6,2,23,12,49,12,7,4,-3,9,9,9,63,16.9,10.8,2,1,0
P804939,2001,201136,B,B153,P803187,P803186,2,.,P803186,23,12,49,12,10,201136,B,B153,P803187,P803186,6,1,23,12,49,12,7,4,-3,9,9,9,63,16.2,10.6,2,1,0
P804940,2001,201107,B,B40,P803173,P803174,2,.,P803174,24,9,49,8,8,201387,SW,SW84A,P803171,P803172,6,2,26,10,49,9,6,4,-2,7,7,7,63,16.3,10.8,2,1,0
P804941,2001,201387,SW,SW84A,P803171,P803172,2,.,P803172,26,10,49,9,9,201387,SW,SW84A,P803171,P803172,6,1,26,10,49,9,6,4,-2,7,7,7,63,16.6,10.7,2,2,0
P804942,2001,201107,B,B40,P803173,P803174,2,.,P803174,24,9,49,8,8,201387,SW,SW84A,P803171,P803172,6,2,26,10,49,9,6,4,-2,7,7,7,63,16.6,10.5,2,1,0
P804943,2001,201387,SW,SW84A,P803171,P803172,1,.,.,26,10,49,9,9,201387,SW,SW84A,P803171,P803172,6,1,26,10,49,9,6,4,-2,7,7,7,63,15.7,10.2,2,1,0
P804944,2001,201387,SW,SW84A,P803171,P803172,2,.,P803172,26,10,49,9,9,201387,SW,SW84A,P803171,P803172,6,1,26,10,49,9,6,4,-2,7,7,7,63,16.5,10.4,2,1,0
P804945,2001,201107,B,B40,P803173,P803174,2,.,P803174,24,9,49,8,8,201387,SW,SW84A,P803171,P803172,6,2,26,10,49,9,6,4,-2,7,7,7,63,17.3,11,2,2,0
P804946,2001,201107,B,B40,P803173,P803174,2,.,P803174,24,9,49,8,8,201387,SW,SW84A,P803171,P803172,6,2,26,10,49,9,6,4,-2,7,7,7,63,16.1,10,2,1,0
P804947,2001,201334,O,O61,P803140,P803160,.,.,P803160,26,10,49,8,8,201307,O,O12,P803138,P803156,6,2,24,12,49,8,5,3,-2,6,6,6,63,17.6,11.7,2,2,0
P804948,2001,201307,O,O12,P803138,P803156,2,.,P803156,24,12,49,8,8,201307,O,O12,P803138,P803156,6,1,24,12,49,8,5,3,-2,6,6,6,63,17.3,12,2,2,0
P804949,2001,201334,O,O61,P803140,P803160,.,.,P803160,26,10,49,8,8,201307,O,O12,P803138,P803156,6,2,24,12,49,8,5,3,-2,6,6,6,63,17.8,11.1,2,2,0
P804950,2001,201307,O,O12,P803138,P803156,2,.,P803156,24,12,49,8,8,201307,O,O12,P803138,P803156,6,1,24,12,49,8,5,3,-2,6,6,6,63,17.4,11.1,2,2,0
P804951,2001,201334,O,O61,P803140,P803160,.,.,P803160,26,10,49,8,8,201307,O,O12,P803138,P803156,6,2,24,12,49,8,5,3,-2,6,6,6,63,16.8,10.6,2,1,1
P804952,2001,201307,O,O12,P803138,P803156,2,.,P803156,24,12,49,8,8,201307,O,O12,P803138,P803156,6,1,24,12,49,8,5,3,-2,6,6,6,63,17.6,10.1,2,2,0
P804953,2001,201268,E,E85,.,.,.,.,.,25,11,49,.,.,201349,O,O84,P803142,P803141,6,2,24,12,49,11,7,4,-3,8,8,8,63,16.6,10.8,2,1,0
P804954,2001,201268,E,E85,.,.,.,.,.,25,11,49,.,.,201349,O,O84,P803142,P803141,6,2,24,12,49,11,7,4,-3,8,8,8,63,16.7,10.8,2,1,0
P804955,2001,201349,O,O84,P803142,P803141,2,.,P803141,24,12,49,11,4,201349,O,O84,P803142,P803141,6,1,24,12,49,11,7,4,-3,8,8,8,63,16.9,11.1,2,2,0
P804956,2001,201268,E,E85,.,.,.,.,.,25,11,49,.,.,201349,O,O84,P803142,P803141,6,2,24,12,49,11,7,4,-3,8,8,8,63,17.5,11.7,2,2,0
P804957,2001,201268,E,E85,.,.,.,.,.,25,11,49,.,.,201349,O,O84,P803142,P803141,6,2,24,12,49,11,7,4,-3,8,8,8,63,16.7,12.1,2,2,0
P804958,2001,201349,O,O84,P803142,P803141,2,.,P803141,24,12,49,11,4,201349,O,O84,P803142,P803141,6,1,24,12,49,11,7,4,-3,8,8,8,63,17,10.6,2,1,0
P804959,2001,201349,O,O84,P803142,P803141,2,.,P803141,24,12,49,11,4,201349,O,O84,P803142,P803141,6,1,24,12,49,11,7,4,-3,8,8,8,63,17,10,2,1,0
P804960,2001,201349,O,O84,P803142,P803141,2,.,P803141,24,12,49,11,4,201349,O,O84,P803142,P803141,6,1,24,12,49,11,7,4,-3,8,8,8,63,17.3,11,2,2,1
P804961,2001,201307,O,O12,P803138,P803156,2,.,P803156,24,12,49,8,8,201334,O,O61,P803140,P803160,5,2,26,10,49,8,3,5,2,10,10,10,63,16.5,11.8,2,2,0
P804962,2001,201334,O,O61,P803140,P803160,.,.,P803160,26,10,49,8,8,201334,O,O61,P803140,P803160,5,1,26,10,49,8,3,5,2,10,10,10,63,17.1,11.1,2,1,0
P804963,2001,201307,O,O12,P803138,P803156,2,.,P803156,24,12,49,8,8,201334,O,O61,P803140,P803160,5,2,26,10,49,8,3,5,2,10,10,10,63,16.7,11.3,2,1,0
P804964,2001,201307,O,O12,P803138,P803156,2,.,P803156,24,12,49,8,8,201334,O,O61,P803140,P803160,5,2,26,10,49,8,3,5,2,10,10,10,63,16.4,9.7,2,1,0
P804965,2001,201334,O,O61,P803140,P803160,.,.,P803160,26,10,49,8,8,201334,O,O61,P803140,P803160,5,1,26,10,49,8,3,5,2,10,10,10,63,17.3,11.3,2,2,0
P804966,2001,201307,O,O12,P803138,P803156,2,.,P803156,24,12,49,8,8,201334,O,O61,P803140,P803160,5,2,26,10,49,8,3,5,2,10,10,10,63,16.4,9.9,2,1,0
P804967,2001,201334,O,O61,P803140,P803160,.,.,P803160,26,10,49,8,8,201334,O,O61,P803140,P803160,5,1,26,10,49,8,3,5,2,10,10,10,63,17.3,11.3,2,2,0
P804968,2001,201307,O,O12,P803138,P803156,2,.,P803156,24,12,49,8,8,201334,O,O61,P803140,P803160,5,2,26,10,49,8,3,5,2,10,10,10,63,16.6,11.3,2,2,0
P804969,2001,201334,O,O61,P803140,P803160,.,.,P803160,26,10,49,8,8,201334,O,O61,P803140,P803160,5,1,26,10,49,8,3,5,2,10,10,10,63,16.9,10.9,2,1,0
P804970,2001,201334,O,O61,P803140,P803160,.,.,P803160,26,10,49,8,8,201334,O,O61,P803140,P803160,5,1,26,10,49,8,3,5,2,10,10,10,63,17.2,11.8,2,2,0
P804984,2001,201411,W,W28,P803148,P803147,2,.,P803147,26,9,49,9,9,201443,W,W105,P803146,P803207,6,2,25,10,49,10,6,3,-3,7,7,7,63,17.8,11.8,2,2,0
P804985,2001,201443,W,W105,P803146,P803207,1,.,.,25,10,49,10,10,201443,W,W105,P803146,P803207,6,1,25,10,49,10,6,3,-3,7,7,7,63,16.5,10.8,2,1,0
P804986,2001,201443,W,W105,P803146,P803207,2,.,P803207,25,10,49,10,10,201443,W,W105,P803146,P803207,6,1,25,10,49,10,6,3,-3,7,7,7,63,17.1,11.1,2,1,1
P804987,2001,201411,W,W28,P803148,P803147,2,.,P803147,26,9,49,9,9,201443,W,W105,P803146,P803207,6,2,25,10,49,10,6,3,-3,7,7,7,63,17.7,12.1,2,2,0
P804988,2001,201443,W,W105,P803146,P803207,2,.,P803207,25,10,49,10,10,201443,W,W105,P803146,P803207,6,1,25,10,49,10,6,3,-3,7,7,7,63,16.7,11.7,2,2,0
P804989,2001,201443,W,W105,P803146,P803207,1,.,.,25,10,49,10,10,201443,W,W105,P803146,P803207,6,1,25,10,49,10,6,3,-3,7,7,7,63,17.2,10.1,2,2,0
P804990,2001,201411,W,W28,P803148,P803147,2,.,P803147,26,9,49,9,9,201443,W,W105,P803146,P803207,6,2,25,10,49,10,6,3,-3,7,7,7,63,17.6,12.1,2,2,0
P804991,2001,201443,W,W105,P803146,P803207,1,.,.,25,10,49,10,10,201411,W,W28,P803148,P803147,5,2,26,9,49,9,3,6,3,12,12,12,63,15.8,11.5,2,1,0
P804992,2001,201443,W,W105,P803146,P803207,2,.,P803207,25,10,49,10,10,201411,W,W28,P803148,P803147,5,2,26,9,49,9,3,6,3,12,12,12,63,16.1,11.4,2,1,0
P804993,2001,201411,W,W28,P803148,P803147,2,.,P803147,26,9,49,9,9,201411,W,W28,P803148,P803147,5,1,26,9,49,9,3,6,3,12,12,12,63,17.2,11.2,2,1,0
P804994,2001,201411,W,W28,P803148,P803147,2,.,P803147,26,9,49,9,9,201411,W,W28,P803148,P803147,5,1,26,9,49,9,3,6,3,12,12,12,63,17.8,12.7,2,2,0
P804995,2001,201443,W,W105,P803146,P803207,2,.,P803207,25,10,49,10,10,201411,W,W28,P803148,P803147,5,2,26,9,49,9,3,6,3,12,12,12,63,16.8,10.1,2,1,0
P804996,2001,201443,W,W105,P803146,P803207,1,.,.,25,10,49,10,10,201411,W,W28,P803148,P803147,5,2,26,9,49,9,3,6,3,12,12,12,63,15.9,10.5,2,1,0
P804997,2001,201443,W,W105,P803146,P803207,2,.,P803207,25,10,49,10,10,201411,W,W28,P803148,P803147,5,2,26,9,49,9,3,6,3,12,12,12,63,17,11.5,2,2,0
P804998,2001,201411,W,W28,P803148,P803147,2,.,P803147,26,9,49,9,9,201411,W,W28,P803148,P803147,5,1,26,9,49,9,3,6,3,12,12,12,63,16.6,11.4,2,1,1
P804999,2001,201411,W,W28,P803148,P803147,2,.,P803147,26,9,49,9,9,201411,W,W28,P803148,P803147,5,1,26,9,49,9,3,6,3,12,12,12,63,16.6,11.8,2,1,0
P805000,2001,201443,W,W105,P803146,P803207,2,.,P803207,25,10,49,10,10,201411,W,W28,P803148,P803147,5,2,26,9,49,9,3,6,3,12,12,12,63,16.6,12,2,2,0
P805001,2001,201411,W,W28,P803148,P803147,2,.,P803147,26,9,49,9,9,201411,W,W28,P803148,P803147,5,1,26,9,49,9,3,6,3,12,12,12,63,17.7,12.1,2,2,0
P805002,2001,201411,W,W28,P803148,P803147,2,.,P803147,26,9,49,9,9,201411,W,W28,P803148,P803147,5,1,26,9,49,9,3,6,3,12,12,12,63,16.7,10.9,2,1,0
P805022,2001,201244,E,E29,P803204,.,.,.,.,28,10,50,10,7,201244,E,E29,P803204,.,6,1,28,10,50,10,7,4,-3,7,7,7,64,16.1,10.6,2,.,0
P805023,2001,201257,E,E46,P803151,P803152,.,.,P803152,23,10,50,10,10,201244,E,E29,P803204,.,6,2,28,10,50,10,7,4,-3,7,7,7,64,17.8,10,2,.,0
P805024,2001,201257,E,E46,P803151,P803152,.,.,P803152,23,10,50,10,10,201244,E,E29,P803204,.,6,2,28,10,50,10,7,4,-3,7,7,7,64,16.8,11.1,2,1,0
P805025,2001,201257,E,E46,P803151,P803152,.,.,P803152,23,10,50,10,10,201244,E,E29,P803204,.,6,2,28,10,50,10,7,4,-3,7,7,7,64,17.3,12.2,2,1,0
P805026,2001,201244,E,E29,P803204,.,.,.,.,28,10,50,10,7,201244,E,E29,P803204,.,6,1,28,10,50,10,7,4,-3,7,7,7,64,16.9,11.4,2,2,0
P805027,2001,201244,E,E29,P803204,.,.,.,.,28,10,50,10,7,201244,E,E29,P803204,.,6,1,28,10,50,10,7,4,-3,7,7,7,64,16.9,11.2,2,.,0
P805028,2001,201257,E,E46,P803151,P803152,.,.,P803152,23,10,50,10,10,201244,E,E29,P803204,.,6,2,28,10,50,10,7,4,-3,7,7,7,64,17.5,11.7,2,.,0
P805029,2001,201257,E,E46,P803151,P803152,.,.,P803152,23,10,50,10,10,201257,E,E46,P803151,P803152,5,1,23,10,50,10,4,7,3,13,10,0,64,16.6,8.6,2,.,0
P805030,2001,201244,E,E29,P803204,.,.,.,.,28,10,50,10,7,201257,E,E46,P803151,P803152,5,2,23,10,50,10,4,7,3,13,10,0,64,16.7,7.7,2,.,0
P805031,2001,201244,E,E29,P803204,.,.,.,.,28,10,50,10,7,201257,E,E46,P803151,P803152,5,2,23,10,50,10,4,7,3,13,10,0,64,16.7,8.5,2,.,0
P805032,2001,201257,E,E46,P803151,P803152,.,.,P803152,23,10,50,10,10,201257,E,E46,P803151,P803152,5,1,23,10,50,10,4,7,3,13,10,0,64,16.8,8.5,2,.,0
P805033,2001,201257,E,E46,P803151,P803152,.,.,P803152,23,10,50,10,10,201257,E,E46,P803151,P803152,5,1,23,10,50,10,4,7,3,13,10,0,64,16.7,8.2,2,.,0
P805034,2001,201244,E,E29,P803204,.,.,.,.,28,10,50,10,7,201257,E,E46,P803151,P803152,5,2,23,10,50,10,4,7,3,13,10,0,64,17.5,8.5,2,.,0
P805035,2001,201257,E,E46,P803151,P803152,.,.,P803152,23,10,50,10,10,201257,E,E46,P803151,P803152,5,1,23,10,50,10,4,7,3,13,10,0,64,16.3,8.1,2,.,0
P805036,2001,201257,E,E46,P803151,P803152,.,.,P803152,23,10,50,10,10,201257,E,E46,P803151,P803152,5,1,23,10,50,10,4,7,3,13,10,0,64,16.5,7.4,2,.,0
P805037,2001,201257,E,E46,P803151,P803152,.,.,P803152,23,10,50,10,10,201257,E,E46,P803151,P803152,5,1,23,10,50,10,4,7,3,13,10,0,64,16.5,7.6,2,.,0
P805038,2001,201244,E,E29,P803204,.,.,.,.,28,10,50,10,7,201257,E,E46,P803151,P803152,5,2,23,10,50,10,4,7,3,13,10,0,64,16.7,7.9,2,1,0
P805039,2001,201261,E,E59,P803263,P803155,.,.,P803155,28,5,50,5,5,201261,E,E59,P803263,P803155,7,1,28,5,50,5,0,0,0,5,5,5,64,17.3,11.2,2,.,0
P805040,2001,201261,E,E59,P803263,P803155,.,.,P803155,28,5,50,5,5,201261,E,E59,P803263,P803155,7,1,28,5,50,5,0,0,0,5,5,5,64,16.4,11.1,2,.,0
P805041,2001,201261,E,E59,P803263,P803155,.,.,P803155,28,5,50,5,5,201261,E,E59,P803263,P803155,7,1,28,5,50,5,0,0,0,5,5,5,64,16.8,11.1,2,.,0
P805042,2001,201261,E,E59,P803263,P803155,.,.,P803155,28,5,50,5,5,201261,E,E59,P803263,P803155,7,1,28,5,50,5,0,0,0,5,5,5,64,17.4,10.1,2,.,0
P805043,2001,201261,E,E59,P803263,P803155,.,.,P803155,28,5,50,5,5,201261,E,E59,P803263,P803155,7,1,28,5,50,5,0,0,0,5,5,5,64,16.9,11.7,2,.,0
P805044,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201229,E,E5A,P803226,P803159,5,1,24,12,50,12,4,8,4,16,16,16,64,17.4,10.9,2,2,0
P805045,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201229,E,E5A,P803226,P803159,5,1,24,12,50,12,4,8,4,16,16,16,64,17.8,10.4,2,2,0
P805046,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201229,E,E5A,P803226,P803159,5,2,24,12,50,12,4,8,4,16,16,16,64,16.8,9.3,2,1,0
P805047,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201229,E,E5A,P803226,P803159,5,2,24,12,50,12,4,8,4,16,16,16,64,17.1,10.1,2,2,0
P805048,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201229,E,E5A,P803226,P803159,5,2,24,12,50,12,4,8,4,16,16,16,64,16.4,8.7,2,1,0
P805049,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201229,E,E5A,P803226,P803159,5,1,24,12,50,12,4,8,4,16,16,16,64,17.5,10.7,2,2,0
P805050,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201229,E,E5A,P803226,P803159,5,1,24,12,50,12,4,8,4,16,16,16,64,17.3,9.8,2,2,0
P805051,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201229,E,E5A,P803226,P803159,5,2,24,12,50,12,4,8,4,16,16,16,64,16.1,9.8,2,2,0
P805052,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201229,E,E5A,P803226,P803159,5,2,24,12,50,12,4,8,4,16,16,16,64,16.5,10,2,1,0
P805053,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201229,E,E5A,P803226,P803159,5,2,24,12,50,12,4,8,4,16,16,16,64,17.2,10.3,2,2,0
P805054,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201229,E,E5A,P803226,P803159,5,1,24,12,50,12,4,8,4,16,16,16,64,16,9.6,2,1,0
P805055,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201229,E,E5A,P803226,P803159,5,1,24,12,50,12,4,8,4,16,16,16,64,17,9.5,2,1,0
P805056,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201229,E,E5A,P803226,P803159,5,2,24,12,50,12,4,8,4,16,16,16,64,16.9,9.7,2,2,0
P805057,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201229,E,E5A,P803226,P803159,5,1,24,12,50,12,4,8,4,16,16,16,64,16.9,9.7,2,1,0
P805058,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201229,E,E5A,P803226,P803159,5,2,24,12,50,12,4,8,4,16,16,16,64,16.7,9.3,2,1,0
P805059,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201229,E,E5A,P803226,P803159,5,1,24,12,50,12,4,8,4,16,16,16,64,16.2,9.8,2,1,0
P805060,2001,201124,B,B106,P803182,.,2,.,.,27,9,50,6,5,201124,B,B106,P803182,.,7,1,27,9,50,6,0,0,0,6,5,5,64,17.1,11.3,2,2,0
P805061,2001,201124,B,B106,P803182,.,2,.,.,27,9,50,6,5,201124,B,B106,P803182,.,7,1,27,9,50,6,0,0,0,6,5,5,64,16.9,9.8,2,1,0
P805062,2001,201124,B,B106,P803182,.,2,.,.,27,9,50,6,5,201124,B,B106,P803182,.,7,1,27,9,50,6,0,0,0,6,5,5,64,17.1,11.5,2,2,0
P805063,2001,201124,B,B106,P803182,.,2,.,.,27,9,50,6,5,201124,B,B106,P803182,.,7,1,27,9,50,6,0,0,0,6,5,5,64,16.6,10.6,2,2,0
P805064,2001,201124,B,B106,P803182,.,2,.,.,27,9,50,6,5,201124,B,B106,P803182,.,7,1,27,9,50,6,0,0,0,6,5,5,64,16.6,10.7,2,1,0
P805065,2001,201101,B,B10,P803185,P803183,1,P803554,P803554,25,5,50,5,5,201101,B,B10,P803185,P803183,7,1,25,5,50,5,0,0,0,5,5,5,64,17.3,11.5,2,2,0
P805066,2001,201101,B,B10,P803185,P803183,1,P803594,P803594,25,5,50,5,5,201101,B,B10,P803185,P803183,7,1,25,5,50,5,0,0,0,5,5,5,64,17.6,11,2,2,0
P805067,2001,201101,B,B10,P803185,P803183,2,.,P803183,25,5,50,5,5,201101,B,B10,P803185,P803183,7,1,25,5,50,5,0,0,0,5,5,5,64,17.6,11.5,2,2,0
P805068,2001,201101,B,B10,P803185,P803183,2,.,P803183,25,5,50,5,5,201101,B,B10,P803185,P803183,7,1,25,5,50,5,0,0,0,5,5,5,64,16.2,10.5,2,1,0
P805069,2001,201101,B,B10,P803185,P803183,2,.,P803183,25,5,50,5,5,201101,B,B10,P803185,P803183,7,1,25,5,50,5,0,0,0,5,5,5,64,17.4,11.1,2,2,0
P805081,2001,201370,SW,SW13,P803235,P803234,2,.,P803234,26,12,51,11,11,201370,SW,SW13,P803235,P803234,7,1,26,12,51,11,0,0,0,11,11,11,65,16.6,10.5,2,1,0
P805082,2001,201370,SW,SW13,P803235,P803234,2,.,P803234,26,12,51,11,11,201370,SW,SW13,P803235,P803234,7,1,26,12,51,11,0,0,0,11,11,11,65,16.6,9.8,2,1,0
P805083,2001,201370,SW,SW13,P803235,P803234,2,.,P803234,26,12,51,11,11,201370,SW,SW13,P803235,P803234,7,1,26,12,51,11,0,0,0,11,11,11,65,17.4,10.2,2,2,0
P805084,2001,201370,SW,SW13,P803235,P803234,2,.,P803234,26,12,51,11,11,201370,SW,SW13,P803235,P803234,7,1,26,12,51,11,0,0,0,11,11,11,65,16.4,9.9,2,1,0
P805085,2001,201370,SW,SW13,P803235,P803234,.,.,P803234,26,12,51,11,11,201370,SW,SW13,P803235,P803234,7,1,26,12,51,11,0,0,0,11,11,11,65,16.7,10.8,2,2,0
P805086,2001,201370,SW,SW13,P803235,P803234,2,.,P803234,26,12,51,11,11,201370,SW,SW13,P803235,P803234,7,1,26,12,51,11,0,0,0,11,11,11,65,17.4,10.8,2,2,1
P805087,2001,201370,SW,SW13,P803235,P803234,2,.,P803234,26,12,51,11,11,201370,SW,SW13,P803235,P803234,7,1,26,12,51,11,0,0,0,11,11,11,65,16.8,10,2,2,0
P805088,2001,201370,SW,SW13,P803235,P803234,2,.,P803234,26,12,51,11,11,201370,SW,SW13,P803235,P803234,7,1,26,12,51,11,0,0,0,11,11,11,65,16.3,10,2,1,0
P805089,2001,201370,SW,SW13,P803235,P803234,2,.,P803234,26,12,51,11,11,201370,SW,SW13,P803235,P803234,7,1,26,12,51,11,0,0,0,11,11,11,65,16.4,9.9,2,1,0
P805090,2001,201370,SW,SW13,P803235,P803234,2,.,P803234,26,12,51,11,11,201370,SW,SW13,P803235,P803234,7,1,26,12,51,11,0,0,0,11,11,11,65,17,10.5,2,2,0
P805091,2001,201370,SW,SW13,P803235,P803234,2,.,P803234,26,12,51,11,11,201370,SW,SW13,P803235,P803234,7,1,26,12,51,11,0,0,0,11,11,11,65,16.2,9.8,2,1,0
P805092,2001,201396,SW,SW123,P803292,.,.,.,.,30,9,51,9,9,201396,SW,SW123,P803292,.,7,1,30,9,51,9,0,0,0,9,9,9,65,16.9,10.8,2,.,0
P805093,2001,201396,SW,SW123,P803292,.,.,.,.,30,9,51,9,9,201396,SW,SW123,P803292,.,7,1,30,9,51,9,0,0,0,9,9,9,65,16.2,10.7,2,.,0
P805094,2001,201396,SW,SW123,P803292,.,.,.,.,30,9,51,9,9,201396,SW,SW123,P803292,.,7,1,30,9,51,9,0,0,0,9,9,9,65,16.8,10,2,.,0
P805095,2001,201396,SW,SW123,P803292,.,.,.,.,30,9,51,9,9,201396,SW,SW123,P803292,.,7,1,30,9,51,9,0,0,0,9,9,9,65,16.4,10.7,2,.,0
P805096,2001,201396,SW,SW123,P803292,.,.,.,.,30,9,51,9,9,201396,SW,SW123,P803292,.,7,1,30,9,51,9,0,0,0,9,9,9,65,17.4,11.1,2,.,0
P805097,2001,201396,SW,SW123,P803292,.,.,.,.,30,9,51,9,9,201396,SW,SW123,P803292,.,7,1,30,9,51,9,0,0,0,9,9,9,65,17.6,11.2,2,.,0
P805098,2001,201396,SW,SW123,P803292,.,.,.,.,30,9,51,9,9,201396,SW,SW123,P803292,.,7,1,30,9,51,9,0,0,0,9,9,9,65,16.5,10.2,2,.,0
P805099,2001,201396,SW,SW123,P803292,.,.,.,.,30,9,51,9,9,201396,SW,SW123,P803292,.,7,1,30,9,51,9,0,0,0,9,9,9,65,17.5,11.3,2,.,0
