chick_ring_number,hatch_year,hatch_nest_breed_ID,hatch_Area,hatch_Box,hatch_mom_Ring,hatch_nest_dad_Ring,Extra-pair_paternity,Extra-pair_dad_ring,genetic_dad_ring_(WP_or_EP),hatch_nest_LD,hatch_nest_CS,hatch_nest_OH,d0_hatch_nest_brood_size,d14_hatch_nest_brood_size,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,rear_nest_LD,rear_nest_CS,rear_nest_OH,rear_d0_rear_nest_brood_size,rear_Cs_out,rear_Cs_in,net_rearing_manipulation,rear_Cs_at_start_of_rearing,d14_rear_nest_brood_size,number_chicks_fledged_from_rear_nest,Date_of_day14,day_14_tarsus_length,day_14_weight,day14_measurer,chick_sex_molec,chick_survival_to_first_breed_season
P804295,2001,201276,MP,MP16,P803044,.,.,.,.,18,12,44,11,11,201276,MP,MP16,P803044,.,7,1,18,12,44,11,0,0,0,11,11,11,58,17.4,10.4,1,1,0
P804296,2001,201291,MP,MP65,P803057,.,.,.,.,20,10,44,7,7,201291,MP,MP65,P803057,.,7,1,20,10,44,7,0,0,0,7,7,7,58,17.3,11.8,1,.,0
P804297,2001,201291,MP,MP65,P803057,.,.,.,.,20,10,44,7,7,201291,MP,MP65,P803057,.,7,1,20,10,44,7,0,0,0,7,7,7,58,17.1,11.6,1,1,0
P804298,2001,201291,MP,MP65,P803057,.,.,.,.,20,10,44,7,7,201291,MP,MP65,P803057,.,7,1,20,10,44,7,0,0,0,7,7,7,58,17.1,11.6,1,1,0
P804299,2001,201291,MP,MP65,P803057,.,.,.,.,20,10,44,7,7,201291,MP,MP65,P803057,.,7,1,20,10,44,7,0,0,0,7,7,7,58,17.5,11.7,1,2,0
P804300,2001,201291,MP,MP65,P803057,.,.,.,.,20,10,44,7,7,201291,MP,MP65,P803057,.,7,1,20,10,44,7,0,0,0,7,7,7,58,16.7,11.7,1,1,0
P804301,2001,201291,MP,MP65,P803057,.,.,.,.,20,10,44,7,7,201291,MP,MP65,P803057,.,7,1,20,10,44,7,0,0,0,7,7,7,58,17.1,10.8,1,1,0
P804302,2001,201291,MP,MP65,P803057,.,.,.,.,20,10,44,7,7,201291,MP,MP65,P803057,.,7,1,20,10,44,7,0,0,0,7,7,7,58,16.7,11.1,1,1,0
P804335,2001,201172,C,C42,P803049,.,2,.,.,22,10,45,10,10,201172,C,C42,P803049,.,6,1,22,10,45,10,6,3,-3,7,7,7,59,17.6,11,3,2,0
P804336,2001,201181,C,C102,P803054,.,2,.,.,20,11,45,7,7,201172,C,C42,P803049,.,6,2,22,10,45,10,6,3,-3,7,7,7,59,16.9,9.2,3,2,0
P804337,2001,201181,C,C102,P803054,.,2,.,.,20,11,45,7,7,201172,C,C42,P803049,.,6,2,22,10,45,10,6,3,-3,7,7,7,59,17.1,10,3,2,0
P804338,2001,201172,C,C42,P803049,.,2,.,.,22,10,45,10,10,201172,C,C42,P803049,.,6,1,22,10,45,10,6,3,-3,7,7,7,59,15.7,9.2,3,1,0
P804339,2001,201181,C,C102,P803054,.,2,.,.,20,11,45,7,7,201172,C,C42,P803049,.,6,2,22,10,45,10,6,3,-3,7,7,7,59,16.7,9.7,3,.,0
P804340,2001,201172,C,C42,P803049,.,2,.,.,22,10,45,10,10,201172,C,C42,P803049,.,6,1,22,10,45,10,6,3,-3,7,7,7,59,16.5,9.1,3,1,0
P804341,2001,201172,C,C42,P803049,.,2,.,.,22,10,45,10,10,201172,C,C42,P803049,.,6,1,22,10,45,10,6,3,-3,7,7,7,59,16.7,9.5,3,.,0
P804342,2001,201168,C,C29,P803053,P803055,2,.,P803055,12,14,45,11,11,201168,C,C29,P803053,P803055,7,1,12,14,45,11,0,0,0,11,11,11,59,16.1,10.4,3,1,0
P804343,2001,201168,C,C29,P803053,P803055,2,.,P803055,12,14,45,11,11,201168,C,C29,P803053,P803055,7,1,12,14,45,11,0,0,0,11,11,11,59,16.7,11.6,3,2,0
P804344,2001,201168,C,C29,P803053,P803055,2,.,P803055,12,14,45,11,11,201168,C,C29,P803053,P803055,7,1,12,14,45,11,0,0,0,11,11,11,59,14.9,9.5,3,1,0
P804345,2001,201168,C,C29,P803053,P803055,2,.,P803055,12,14,45,11,11,201168,C,C29,P803053,P803055,7,1,12,14,45,11,0,0,0,11,11,11,59,16.7,10.7,3,1,0
P804346,2001,201168,C,C29,P803053,P803055,2,.,P803055,12,14,45,11,11,201168,C,C29,P803053,P803055,7,1,12,14,45,11,0,0,0,11,11,11,59,16.2,10.3,3,1,0
P804347,2001,201168,C,C29,P803053,P803055,2,.,P803055,12,14,45,11,11,201168,C,C29,P803053,P803055,7,1,12,14,45,11,0,0,0,11,11,11,59,16.8,10.6,3,1,0
P804348,2001,201168,C,C29,P803053,P803055,1,P803007,P803007,12,14,45,11,11,201168,C,C29,P803053,P803055,7,1,12,14,45,11,0,0,0,11,11,11,59,16.6,11.4,3,1,0
P804349,2001,201168,C,C29,P803053,P803055,2,.,P803055,12,14,45,11,11,201168,C,C29,P803053,P803055,7,1,12,14,45,11,0,0,0,11,11,11,59,16.1,10.5,3,1,0
P804350,2001,201168,C,C29,P803053,P803055,2,.,P803055,12,14,45,11,11,201168,C,C29,P803053,P803055,7,1,12,14,45,11,0,0,0,11,11,11,59,16.2,10.4,3,1,0
P804351,2001,201168,C,C29,P803053,P803055,2,.,P803055,12,14,45,11,11,201168,C,C29,P803053,P803055,7,1,12,14,45,11,0,0,0,11,11,11,59,15.9,10.8,3,1,0
P804352,2001,201168,C,C29,P803053,P803055,2,.,P803055,12,14,45,11,11,201168,C,C29,P803053,P803055,7,1,12,14,45,11,0,0,0,11,11,11,59,16.2,11.5,3,2,0
P804353,2001,201172,C,C42,P803049,.,2,.,.,22,10,45,10,10,201181,C,C102,P803054,.,5,2,20,11,45,7,3,6,3,10,10,10,59,15.3,6.3,3,.,0
P804354,2001,201172,C,C42,P803049,.,2,.,.,22,10,45,10,10,201181,C,C102,P803054,.,5,2,20,11,45,7,3,6,3,10,10,10,59,15.4,6.3,3,1,0
P804355,2001,201181,C,C102,P803054,.,2,.,.,20,11,45,7,7,201181,C,C102,P803054,.,5,1,20,11,45,7,3,6,3,10,10,10,59,16.2,7.2,3,2,0
P804356,2001,201172,C,C42,P803049,.,2,.,.,22,10,45,10,10,201181,C,C102,P803054,.,5,2,20,11,45,7,3,6,3,10,10,10,59,16.1,7.7,3,1,0
P804357,2001,201181,C,C102,P803054,.,2,.,.,20,11,45,7,7,201181,C,C102,P803054,.,5,1,20,11,45,7,3,6,3,10,10,10,59,16.4,7.8,3,2,0
P804358,2001,201181,C,C102,P803054,.,2,.,.,20,11,45,7,7,201181,C,C102,P803054,.,5,1,20,11,45,7,3,6,3,10,10,10,59,15.8,7.2,3,1,0
P804359,2001,201172,C,C42,P803049,.,2,.,.,22,10,45,10,10,201181,C,C102,P803054,.,5,2,20,11,45,7,3,6,3,10,10,10,59,15.8,6.3,3,2,0
P804360,2001,201172,C,C42,P803049,.,2,.,.,22,10,45,10,10,201181,C,C102,P803054,.,5,2,20,11,45,7,3,6,3,10,10,10,59,17.5,9.5,3,2,0
P804361,2001,201181,C,C102,P803054,.,2,.,.,20,11,45,7,7,201181,C,C102,P803054,.,5,1,20,11,45,7,3,6,3,10,10,10,59,16.7,9.1,3,1,0
P804362,2001,201172,C,C42,P803049,.,2,.,.,22,10,45,10,10,201181,C,C102,P803054,.,5,2,20,11,45,7,3,6,3,10,10,10,59,16.1,7.4,3,1,0
P804363,2001,201320,O,O28,P803070,P803161,1,.,.,22,10,45,8,8,201320,O,O28,P803070,P803161,6,1,22,10,45,8,5,3,-2,6,6,6,59,17,12.5,3,2,0
P804364,2001,201339,O,O69,P803045,.,.,.,.,18,13,45,10,8,201320,O,O28,P803070,P803161,6,2,22,10,45,8,5,3,-2,6,6,6,59,16.5,11.1,3,.,0
P804365,2001,201339,O,O69,P803045,.,.,.,.,18,13,45,10,8,201320,O,O28,P803070,P803161,6,2,22,10,45,8,5,3,-2,6,6,6,59,18.4,12.2,3,2,0
P804366,2001,201339,O,O69,P803045,.,.,.,.,18,13,45,10,8,201320,O,O28,P803070,P803161,6,2,22,10,45,8,5,3,-2,6,6,6,59,16.3,10.5,3,1,0
P804367,2001,201320,O,O28,P803070,P803161,2,.,P803161,22,10,45,8,8,201320,O,O28,P803070,P803161,6,1,22,10,45,8,5,3,-2,6,6,6,59,16.4,11,3,1,0
P804368,2001,201320,O,O28,P803070,P803161,2,.,P803161,22,10,45,8,8,201320,O,O28,P803070,P803161,6,1,22,10,45,8,5,3,-2,6,6,6,59,16.4,11,3,1,0
P804369,2001,201320,O,O28,P803070,P803161,2,.,P803161,22,10,45,8,8,201339,O,O69,P803045,.,5,2,18,13,45,10,3,5,2,12,10,10,59,17.7,10.9,3,2,0
P804370,2001,201339,O,O69,P803045,.,.,.,.,18,13,45,10,8,201339,O,O69,P803045,.,5,1,18,13,45,10,3,5,2,12,10,10,59,17.5,11.1,3,.,0
P804371,2001,201339,O,O69,P803045,.,.,.,.,18,13,45,10,8,201339,O,O69,P803045,.,5,1,18,13,45,10,3,5,2,12,10,10,59,17.9,11.3,3,.,0
P804372,2001,201320,O,O28,P803070,P803161,2,.,P803161,22,10,45,8,8,201339,O,O69,P803045,.,5,2,18,13,45,10,3,5,2,12,10,10,59,16.3,9.9,3,1,0
P804373,2001,201339,O,O69,P803045,.,.,.,.,18,13,45,10,8,201339,O,O69,P803045,.,5,1,18,13,45,10,3,5,2,12,10,10,59,17.4,11.7,3,2,0
P804374,2001,201320,O,O28,P803070,P803161,2,.,P803161,22,10,45,8,8,201339,O,O69,P803045,.,5,2,18,13,45,10,3,5,2,12,10,10,59,16.1,10.2,3,1,0
P804375,2001,201320,O,O28,P803070,P803161,2,.,P803161,22,10,45,8,8,201339,O,O69,P803045,.,5,2,18,13,45,10,3,5,2,12,10,10,59,16.3,9.9,3,1,0
P804376,2001,201339,O,O69,P803045,.,.,.,.,18,13,45,10,8,201339,O,O69,P803045,.,5,1,18,13,45,10,3,5,2,12,10,10,59,17.8,11.3,3,2,0
P804377,2001,201339,O,O69,P803045,.,.,.,.,18,13,45,10,8,201339,O,O69,P803045,.,5,1,18,13,45,10,3,5,2,12,10,10,59,16.6,10.3,3,1,0
P804378,2001,201320,O,O28,P803070,P803161,2,.,P803161,22,10,45,8,8,201339,O,O69,P803045,.,5,2,18,13,45,10,3,5,2,12,10,10,59,17.3,10.4,3,2,0
P804379,2001,201306,O,O9,P803071,.,.,.,.,17,13,45,2,2,201306,O,O9,P803071,.,7,1,17,13,45,2,0,0,0,2,2,1,59,16.9,12.1,3,2,0
P804380,2001,201306,O,O9,P803071,.,.,.,.,17,13,45,2,2,201306,O,O9,P803071,.,7,1,17,13,45,2,0,0,0,2,2,1,59,17.2,12.5,3,2,0
P804391,2001,201156,C,C6,P803090,.,2,.,.,.,.,46,5,5,201156,C,C6,P803090,.,7,1,.,.,46,5,0,0,0,5,5,5,60,15.5,10.6,3,1,0
P804392,2001,201156,C,C6,P803090,.,2,.,.,.,.,46,5,5,201156,C,C6,P803090,.,7,1,.,.,46,5,0,0,0,5,5,5,60,17.1,11.8,3,2,0
P804393,2001,201156,C,C6,P803090,.,2,.,.,.,.,46,5,5,201156,C,C6,P803090,.,7,1,.,.,46,5,0,0,0,5,5,5,60,16.3,11.9,3,2,0
P804394,2001,201156,C,C6,P803090,.,2,.,.,.,.,46,5,5,201156,C,C6,P803090,.,7,1,.,.,46,5,0,0,0,5,5,5,60,17,11.6,3,2,0
P804395,2001,201156,C,C6,P803090,.,2,.,.,.,.,46,5,5,201156,C,C6,P803090,.,7,1,.,.,46,5,0,0,0,5,5,5,60,16.4,12.2,3,2,0
P804407,2001,201204,C,C155,P803095,P803123,2,.,P803123,23,9,46,8,8,201204,C,C155,P803095,P803123,5,1,23,9,46,8,4,6,2,10,10,10,60,16.4,11.5,3,2,0
P804408,2001,201204,C,C155,P803095,P803123,2,.,P803123,23,9,46,8,8,201204,C,C155,P803095,P803123,5,1,23,9,46,8,4,6,2,10,10,10,60,15.6,10.5,3,2,0
P804409,2001,201204,C,C155,P803095,P803123,1,P803013,P803013,23,9,46,8,8,201204,C,C155,P803095,P803123,5,1,23,9,46,8,4,6,2,10,10,10,60,17.3,11.1,3,1,0
P804410,2001,201206,C,C159,P803068,P803069,2,.,P803069,20,12,46,12,12,201204,C,C155,P803095,P803123,5,2,23,9,46,8,4,6,2,10,10,10,60,16.3,10.6,3,2,0
P804411,2001,201204,C,C155,P803095,P803123,2,.,P803123,23,9,46,8,8,201204,C,C155,P803095,P803123,5,1,23,9,46,8,4,6,2,10,10,10,60,15.6,11.2,3,1,0
P804412,2001,201206,C,C159,P803068,P803069,2,.,P803069,20,12,46,12,12,201204,C,C155,P803095,P803123,5,2,23,9,46,8,4,6,2,10,10,10,60,16.8,11.1,3,1,0
P804413,2001,201206,C,C159,P803068,P803069,1,P803167,P803167,20,12,46,12,12,201204,C,C155,P803095,P803123,5,2,23,9,46,8,4,6,2,10,10,10,60,15.5,11.3,3,1,0
P804414,2001,201206,C,C159,P803068,P803069,2,.,P803069,20,12,46,12,12,201204,C,C155,P803095,P803123,5,2,23,9,46,8,4,6,2,10,10,10,60,16.1,11.3,3,2,0
P804415,2001,201206,C,C159,P803068,P803069,2,.,P803069,20,12,46,12,12,201204,C,C155,P803095,P803123,5,2,23,9,46,8,4,6,2,10,10,10,60,16.6,10.5,3,1,0
P804416,2001,201206,C,C159,P803068,P803069,2,.,P803069,20,12,46,12,12,201204,C,C155,P803095,P803123,5,2,23,9,46,8,4,6,2,10,10,10,60,16.3,11,3,1,0
P804425,2001,201204,C,C155,P803095,P803123,2,.,P803123,23,9,46,8,8,201206,C,C159,P803068,P803069,6,2,20,12,46,12,6,4,-2,10,10,10,60,15.5,10.5,3,2,0
P804426,2001,201204,C,C155,P803095,P803123,2,.,P803123,23,9,46,8,8,201206,C,C159,P803068,P803069,6,2,20,12,46,12,6,4,-2,10,10,10,60,17.2,11.4,3,1,0
P804427,2001,201204,C,C155,P803095,P803123,2,.,P803123,23,9,46,8,8,201206,C,C159,P803068,P803069,6,2,20,12,46,12,6,4,-2,10,10,10,60,16.7,10.2,3,2,1
P804428,2001,201204,C,C155,P803095,P803123,2,.,P803123,23,9,46,8,8,201206,C,C159,P803068,P803069,6,2,20,12,46,12,6,4,-2,10,10,10,60,16.5,10.6,3,1,0
P804429,2001,201206,C,C159,P803068,P803069,1,P803167,P803167,20,12,46,12,12,201206,C,C159,P803068,P803069,6,1,20,12,46,12,6,4,-2,10,10,10,60,17.1,11.3,3,1,0
P804430,2001,201206,C,C159,P803068,P803069,2,.,P803069,20,12,46,12,12,201206,C,C159,P803068,P803069,6,1,20,12,46,12,6,4,-2,10,10,10,60,16.7,10.3,3,2,0
P804431,2001,201206,C,C159,P803068,P803069,1,P803167,P803167,20,12,46,12,12,201206,C,C159,P803068,P803069,6,1,20,12,46,12,6,4,-2,10,10,10,60,17.7,10.6,3,2,0
P804432,2001,201206,C,C159,P803068,P803069,2,.,P803069,20,12,46,12,12,201206,C,C159,P803068,P803069,6,1,20,12,46,12,6,4,-2,10,10,10,60,14.6,7.5,3,1,0
P804433,2001,201206,C,C159,P803068,P803069,2,.,P803069,20,12,46,12,12,201206,C,C159,P803068,P803069,6,1,20,12,46,12,6,4,-2,10,10,10,60,16.2,10.1,3,1,0
P804434,2001,201206,C,C159,P803068,P803069,1,P803167,P803167,20,12,46,12,12,201206,C,C159,P803068,P803069,6,1,20,12,46,12,6,4,-2,10,10,10,60,17,10.9,3,1,0
P804455,2001,201428,W,W60,P803080,P803081,2,.,P803081,20,9,46,9,9,201428,W,W60,P803080,P803081,5,1,20,9,46,9,3,6,3,12,12,12,60,17.3,10.3,3,2,0
P804456,2001,201225,CP,CP40A,P803102,P803078,2,.,P803078,21,12,46,11,10,201428,W,W60,P803080,P803081,5,2,20,9,46,9,3,6,3,12,12,12,60,17.4,12.1,3,2,0
P804457,2001,201225,CP,CP40A,P803102,P803078,2,.,P803078,21,12,46,11,10,201428,W,W60,P803080,P803081,5,2,20,9,46,9,3,6,3,12,12,12,60,17.7,11.7,3,2,0
P804458,2001,201225,CP,CP40A,P803102,P803078,2,.,P803078,21,12,46,11,10,201428,W,W60,P803080,P803081,5,2,20,9,46,9,3,6,3,12,12,12,60,17,11.2,3,1,0
P804459,2001,201225,CP,CP40A,P803102,P803078,2,.,P803078,21,12,46,11,10,201428,W,W60,P803080,P803081,5,2,20,9,46,9,3,6,3,12,12,12,60,17.3,10.9,3,1,0
P804460,2001,201428,W,W60,P803080,P803081,2,.,P803081,20,9,46,9,9,201428,W,W60,P803080,P803081,5,1,20,9,46,9,3,6,3,12,12,12,60,17,10.1,3,1,0
P804461,2001,201428,W,W60,P803080,P803081,2,.,P803081,20,9,46,9,9,201428,W,W60,P803080,P803081,5,1,20,9,46,9,3,6,3,12,12,12,60,16.7,10.6,3,2,0
P804462,2001,201428,W,W60,P803080,P803081,2,.,P803081,20,9,46,9,9,201428,W,W60,P803080,P803081,5,1,20,9,46,9,3,6,3,12,12,12,60,16.6,10.4,3,1,0
P804463,2001,201225,CP,CP40A,P803102,P803078,2,.,P803078,21,12,46,11,10,201428,W,W60,P803080,P803081,5,2,20,9,46,9,3,6,3,12,12,12,60,17.1,11.6,3,1,0
P804464,2001,201225,CP,CP40A,P803102,P803078,2,.,P803078,21,12,46,11,10,201428,W,W60,P803080,P803081,5,2,20,9,46,9,3,6,3,12,12,12,60,17.2,11.3,3,2,1
P804465,2001,201428,W,W60,P803080,P803081,2,.,P803081,20,9,46,9,9,201428,W,W60,P803080,P803081,5,1,20,9,46,9,3,6,3,12,12,12,60,16.8,9,3,2,0
P804466,2001,201428,W,W60,P803080,P803081,2,.,P803081,20,9,46,9,9,201428,W,W60,P803080,P803081,5,1,20,9,46,9,3,6,3,12,12,12,60,16.7,10.7,3,1,0
P804467,2001,201440,W,W100,P803084,P803083,2,.,P803083,17,13,46,11,11,201432,W,W71,P803079,P803085,6,2,22,12,46,11,7,4,-3,8,8,8,60,17.8,11,3,2,1
P804468,2001,201432,W,W71,P803079,P803085,1,.,.,22,12,46,11,11,201432,W,W71,P803079,P803085,6,1,22,12,46,11,7,4,-3,8,8,8,60,18.8,11.3,3,2,0
P804469,2001,201440,W,W100,P803084,P803083,2,.,P803083,17,13,46,11,11,201432,W,W71,P803079,P803085,6,2,22,12,46,11,7,4,-3,8,8,8,60,17.4,10.6,3,2,0
P804470,2001,201440,W,W100,P803084,P803083,2,.,P803083,17,13,46,11,11,201432,W,W71,P803079,P803085,6,2,22,12,46,11,7,4,-3,8,8,8,60,17.4,10,3,2,0
P804471,2001,201432,W,W71,P803079,P803085,2,.,P803085,22,12,46,11,11,201432,W,W71,P803079,P803085,6,1,22,12,46,11,7,4,-3,8,8,8,60,17.4,11,3,1,0
P804472,2001,201432,W,W71,P803079,P803085,2,.,P803085,22,12,46,11,11,201432,W,W71,P803079,P803085,6,1,22,12,46,11,7,4,-3,8,8,8,60,18.1,11.3,3,2,0
P804473,2001,201440,W,W100,P803084,P803083,2,.,P803083,17,13,46,11,11,201432,W,W71,P803079,P803085,6,2,22,12,46,11,7,4,-3,8,8,8,60,16.7,10.3,3,2,0
P804474,2001,201432,W,W71,P803079,P803085,2,.,P803085,22,12,46,11,11,201432,W,W71,P803079,P803085,6,1,22,12,46,11,7,4,-3,8,8,8,60,18.3,11.6,3,2,0
P804475,2001,201438,W,W95,P282341,P803082,.,.,P803082,24,7,46,2,2,201438,W,W95,P282341,P803082,7,1,24,7,46,2,0,0,0,2,2,2,60,17.2,12,3,.,0
P804476,2001,201438,W,W95,P282341,P803082,.,.,P803082,24,7,46,2,2,201438,W,W95,P282341,P803082,7,1,24,7,46,2,0,0,0,2,2,2,60,17.6,12.3,3,.,0
P804477,2001,201440,W,W100,P803084,P803083,2,.,P803083,17,13,46,11,11,201440,W,W100,P803084,P803083,5,1,17,13,46,11,4,7,3,14,14,14,60,15.8,8.2,3,1,0
P804478,2001,201440,W,W100,P803084,P803083,2,.,P803083,17,13,46,11,11,201440,W,W100,P803084,P803083,5,1,17,13,46,11,4,7,3,14,14,14,60,16.5,10.4,3,2,0
P804479,2001,201432,W,W71,P803079,P803085,1,.,.,22,12,46,11,11,201440,W,W100,P803084,P803083,5,2,17,13,46,11,4,7,3,14,14,14,60,18,10.8,3,2,0
P804480,2001,201440,W,W100,P803084,P803083,2,.,P803083,17,13,46,11,11,201440,W,W100,P803084,P803083,5,1,17,13,46,11,4,7,3,14,14,14,60,15.1,7.9,3,1,0
P804481,2001,201432,W,W71,P803079,P803085,2,.,P803085,22,12,46,11,11,201440,W,W100,P803084,P803083,5,2,17,13,46,11,4,7,3,14,14,14,60,17.1,10.8,3,1,0
P804482,2001,201440,W,W100,P803084,P803083,2,.,P803083,17,13,46,11,11,201440,W,W100,P803084,P803083,5,1,17,13,46,11,4,7,3,14,14,14,60,16.8,9.8,3,1,0
P804483,2001,201432,W,W71,P803079,P803085,2,.,P803085,22,12,46,11,11,201440,W,W100,P803084,P803083,5,2,17,13,46,11,4,7,3,14,14,14,60,18,11.2,3,2,0
P804484,2001,201440,W,W100,P803084,P803083,2,.,P803083,17,13,46,11,11,201440,W,W100,P803084,P803083,5,1,17,13,46,11,4,7,3,14,14,14,60,15.9,9.4,3,1,0
P804485,2001,201432,W,W71,P803079,P803085,2,.,P803085,22,12,46,11,11,201440,W,W100,P803084,P803083,5,2,17,13,46,11,4,7,3,14,14,14,60,17.8,10.9,3,2,0
P804486,2001,201432,W,W71,P803079,P803085,2,.,P803085,22,12,46,11,11,201440,W,W100,P803084,P803083,5,2,17,13,46,11,4,7,3,14,14,14,60,17.1,10.5,3,1,0
P804487,2001,201432,W,W71,P803079,P803085,2,.,P803085,22,12,46,11,11,201440,W,W100,P803084,P803083,5,2,17,13,46,11,4,7,3,14,14,14,60,17.5,10.2,3,1,0
P804488,2001,201440,W,W100,P803084,P803083,2,.,P803083,17,13,46,11,11,201440,W,W100,P803084,P803083,5,1,17,13,46,11,4,7,3,14,14,14,60,15.8,9.9,3,1,0
P804489,2001,201432,W,W71,P803079,P803085,1,.,.,22,12,46,11,11,201440,W,W100,P803084,P803083,5,2,17,13,46,11,4,7,3,14,14,14,60,17,10,3,1,0
P804490,2001,201440,W,W100,P803084,P803083,2,.,P803083,17,13,46,11,11,201440,W,W100,P803084,P803083,5,1,17,13,46,11,4,7,3,14,14,14,60,16.2,9.4,3,1,0
P804493,2001,201408,W,W20,P803114,P803107,1,.,.,20,11,47,.,.,201259,E,E49C,P803104,P803103,5,2,22,12,47,.,.,.,.,13,13,13,61,17.4,11.3,1,2,0
P804495,2001,201408,W,W20,P803114,P803107,2,.,P803107,20,11,47,.,.,201259,E,E49C,P803104,P803103,5,2,22,12,47,.,.,.,.,13,13,13,61,16.7,11.4,1,2,0
P804496,2001,201408,W,W20,P803114,P803107,1,.,.,20,11,47,.,.,201259,E,E49C,P803104,P803103,5,2,22,12,47,.,.,.,.,13,13,13,61,17,10.7,1,1,1
P804498,2001,201408,W,W20,P803114,P803107,2,.,P803107,20,11,47,.,.,201259,E,E49C,P803104,P803103,5,2,22,12,47,.,.,.,.,13,13,13,61,16.5,10.9,1,1,0
P804499,2001,201408,W,W20,P803114,P803107,2,.,P803107,20,11,47,.,.,201259,E,E49C,P803104,P803103,5,2,22,12,47,.,.,.,.,13,13,13,61,16.3,11.2,1,1,0
P804500,2001,201408,W,W20,P803114,P803107,2,.,P803107,20,11,47,.,.,201259,E,E49C,P803104,P803103,5,2,22,12,47,.,.,.,.,13,13,13,61,16.8,11.2,1,1,0
P804502,2001,201408,W,W20,P803114,P803107,1,.,.,20,11,47,.,.,201259,E,E49C,P803104,P803103,5,2,22,12,47,.,.,.,.,13,13,13,61,17.5,11,1,2,0
P804507,2001,201408,W,W20,P803114,P803107,1,.,.,20,11,47,.,.,201408,W,W20,P803114,P803107,6,1,20,11,47,.,.,.,.,8,8,8,61,17.4,11.3,1,2,0
P804509,2001,201408,W,W20,P803114,P803107,2,.,P803107,20,11,47,.,.,201408,W,W20,P803114,P803107,6,1,20,11,47,.,.,.,.,8,8,8,61,16.7,11.2,1,1,0
P804512,2001,201434,W,W77,P803112,P803113,2,.,P803113,26,9,47,9,9,201434,W,W77,P803112,P803113,7,1,26,9,47,9,0,0,0,9,9,9,61,18.6,12.2,3,2,0
P804513,2001,201434,W,W77,P803112,P803113,2,.,P803113,26,9,47,9,9,201434,W,W77,P803112,P803113,7,1,26,9,47,9,0,0,0,9,9,9,61,17.3,10.6,3,1,1
P804514,2001,201434,W,W77,P803112,P803113,2,.,P803113,26,9,47,9,9,201434,W,W77,P803112,P803113,7,1,26,9,47,9,0,0,0,9,9,9,61,17.5,11,3,1,0
P804515,2001,201434,W,W77,P803112,P803113,.,.,P803113,26,9,47,9,9,201434,W,W77,P803112,P803113,7,1,26,9,47,9,0,0,0,9,9,9,61,17,9.9,3,1,1
P804516,2001,201434,W,W77,P803112,P803113,2,.,P803113,26,9,47,9,9,201434,W,W77,P803112,P803113,7,1,26,9,47,9,0,0,0,9,9,9,61,17.1,11.2,3,1,0
P804517,2001,201434,W,W77,P803112,P803113,2,.,P803113,26,9,47,9,9,201434,W,W77,P803112,P803113,7,1,26,9,47,9,0,0,0,9,9,9,61,17.3,11.4,3,1,0
P804518,2001,201434,W,W77,P803112,P803113,2,.,P803113,26,9,47,9,9,201434,W,W77,P803112,P803113,7,1,26,9,47,9,0,0,0,9,9,9,61,17.3,11.1,3,1,0
P804519,2001,201434,W,W77,P803112,P803113,2,.,P803113,26,9,47,9,9,201434,W,W77,P803112,P803113,7,1,26,9,47,9,0,0,0,9,9,9,61,16.9,10.2,3,1,0
P804520,2001,201434,W,W77,P803112,P803113,2,.,P803113,26,9,47,9,9,201434,W,W77,P803112,P803113,7,1,26,9,47,9,0,0,0,9,9,9,61,18.3,11.6,3,2,0
P804521,2001,201148,B,B200,P803117,P804750,1,.,.,18,12,47,11,11,201148,B,B200,P803117,P804750,7,1,18,12,47,11,0,0,0,11,11,11,61,17.2,11.8,3,2,0
P804522,2001,201148,B,B200,P803117,P804750,2,.,P804750,18,12,47,11,11,201148,B,B200,P803117,P804750,7,1,18,12,47,11,0,0,0,11,11,11,61,18,11.5,3,2,0
P804523,2001,201148,B,B200,P803117,P804750,2,.,P804750,18,12,47,11,11,201148,B,B200,P803117,P804750,7,1,18,12,47,11,0,0,0,11,11,11,61,17,10.6,3,1,0
P804524,2001,201148,B,B200,P803117,P804750,2,.,P804750,18,12,47,11,11,201148,B,B200,P803117,P804750,7,1,18,12,47,11,0,0,0,11,11,11,61,17.9,11.8,3,2,0
P804525,2001,201148,B,B200,P803117,P804750,2,.,P804750,18,12,47,11,11,201148,B,B200,P803117,P804750,7,1,18,12,47,11,0,0,0,11,11,11,61,16.5,10.4,3,1,0
P804526,2001,201148,B,B200,P803117,P804750,2,.,P804750,18,12,47,11,11,201148,B,B200,P803117,P804750,7,1,18,12,47,11,0,0,0,11,11,11,61,17.5,11.1,3,2,0
P804527,2001,201148,B,B200,P803117,P804750,2,.,P804750,18,12,47,11,11,201148,B,B200,P803117,P804750,7,1,18,12,47,11,0,0,0,11,11,11,61,16.8,10.5,3,1,1
P804528,2001,201148,B,B200,P803117,P804750,2,.,P804750,18,12,47,11,11,201148,B,B200,P803117,P804750,7,1,18,12,47,11,0,0,0,11,11,11,61,17.6,11.2,3,1,0
P804529,2001,201148,B,B200,P803117,P804750,2,.,P804750,18,12,47,11,11,201148,B,B200,P803117,P804750,7,1,18,12,47,11,0,0,0,11,11,11,61,17.9,12.1,3,2,0
